timestamp,cash,position_value,equity
2024-03-27 14:13:00.000000,9838.576229199985,0.0,9838.576229199985
2024-03-27 14:13:00.000000,9316.810984199985,520.7652449999999,9837.576229199985
2024-03-27 14:35:00.000000,9835.830444199984,0.0,9835.830444199984
2024-03-27 14:35:00.000000,10354.849904199984,-520.01946,9834.830444199984
2024-03-27 15:02:00.000000,9832.979554199985,0.0,9832.979554199985
2024-03-27 15:02:00.000000,9311.109204199985,520.8703499999999,9831.979554199985
2024-03-27 15:11:00.000000,9829.569224199986,0.0,9829.569224199986
2024-03-27 15:11:00.000000,10348.029244199986,-519.46002,9828.569224199986
2024-03-27 15:23:00.000000,9826.128864199987,0.0,9826.128864199987
2024-03-27 15:23:00.000000,9304.228484199988,520.9003799999999,9825.128864199987
2024-03-28 09:37:00.000000,9825.545644199989,0.0,9825.545644199989
2024-03-28 09:37:00.000000,10346.86280419999,-522.3171600000001,9824.545644199989
2024-03-28 09:38:00.000000,9822.29976419999,0.0,9822.29976419999
2024-03-28 09:38:00.000000,9297.736724199991,523.5630399999999,9821.29976419999
2024-03-28 09:39:00.000000,9819.14379419999,0.0,9819.14379419999
2024-03-28 09:39:00.000000,10340.55086419999,-522.40707,9818.14379419999
2024-03-28 09:41:00.000000,9815.857694199989,0.0,9815.857694199989
2024-03-28 09:41:00.000000,9291.164524199989,523.6931699999999,9814.857694199989
2024-03-28 09:57:00.000000,9812.921244199988,0.0,9812.921244199988
2024-03-28 09:57:00.000000,10334.677964199987,-522.75672,9811.921244199988
2024-03-28 10:02:00.000000,9809.524334199987,0.0,9809.524334199987
2024-03-28 10:02:00.000000,9284.370704199986,524.1536299999999,9808.524334199987
2024-03-28 10:09:00.000000,9806.097454199986,0.0,9806.097454199986
2024-03-28 10:09:00.000000,10327.824204199986,-522.72675,9805.097454199986
2024-03-28 10:27:00.000000,9803.111014199985,0.0,9803.111014199985
2024-03-28 10:27:00.000000,9278.397824199985,523.7131899999999,9802.111014199985
2024-03-28 10:48:00.000000,9800.174524199985,0.0,9800.174524199985
2024-03-28 10:48:00.000000,10321.951224199986,-522.7767,9799.174524199985
2024-03-28 10:51:00.000000,9797.007603999986,0.0,9797.007603999986
2024-03-28 10:51:00.000000,9272.063983799986,523.9436201999999,9796.007603999986
2024-03-28 11:03:00.000000,9793.850673799985,0.0,9793.850673799985
2024-03-28 11:03:00.000000,10315.637363799986,-522.7866899999999,9792.850673799985
2024-03-28 11:16:00.000000,9790.613863799987,0.0,9790.613863799987
2024-03-28 11:16:00.000000,9265.590363799987,524.0234999999999,9789.613863799987
2024-03-28 11:36:00.000000,9787.481948799987,0.0,9787.481948799987
2024-03-28 11:36:00.000000,10309.373533799986,-522.891585,9786.481948799987
2024-03-28 11:50:00.000000,9784.370053799987,0.0,9784.370053799987
2024-03-28 11:50:00.000000,9259.366573799987,524.00348,9783.370053799987
2024-03-28 12:02:00.000000,9781.333083799987,0.0,9781.333083799987
2024-03-28 12:02:00.000000,10303.299593799988,-522.96651,9780.333083799987
2024-03-28 12:17:00.000000,9778.381198799987,0.0,9778.381198799987
2024-03-28 12:17:00.000000,9253.462803799986,523.9183949999999,9777.381198799987
2024-03-28 12:18:00.000000,9775.214528799987,0.0,9775.214528799987
2024-03-28 12:18:00.000000,10296.966253799987,-522.751725,9774.214528799987
2024-03-28 12:29:00.000000,9771.972783799987,0.0,9771.972783799987
2024-03-28 12:29:00.000000,9246.979313799988,523.99347,9770.972783799987
2024-03-28 12:33:00.000000,9768.666103799987,0.0,9768.666103799987
2024-03-28 12:33:00.000000,10290.352893799987,-522.6867900000001,9767.666103799987
2024-03-28 12:44:00.000000,9765.634698799988,0.0,9765.634698799988
2024-03-28 12:44:00.000000,9240.916503799988,523.718195,9764.634698799988
2024-03-28 13:00:00.000000,9762.603293799988,0.0,9762.603293799988
2024-03-28 13:00:00.000000,10284.290083799988,-522.6867900000001,9761.603293799988
2024-03-28 13:05:00.000000,9759.326643799988,0.0,9759.326643799988
2024-03-28 13:05:00.000000,9234.363203799989,523.96344,9758.326643799988
2024-03-28 13:05:00.000000,9756.279763799988,0.0,9756.279763799988
